Chinese Name,Code,English Name,Former Name,Sire,Dam,Import Type,Country Of Origin,Age,Foaling Date
生生勝勝 ,C110,WINWIN THIRTYTHREE,----,Showcasing,Abenroad,PPG,NZ,3,19/08/2015
有理共想 ,B180,WISHFUL THINKER,Katsuro,I Am Invincible,Zebithea,PP,AUS,5,29/10/2013
數糊勇士 ,B421,WITNESS HUNTER,Witness Hunter,Star Witness,Boldina,PPG,AUS,3,12/09/2015
原班人馬 ,C164,WON WON TOO,Won Won Too,Tavistock,Celtic Dream,PP,NZ,4,22/09/2014
喜多樂 ,C224,WONDER EXPRESS,----,Pierro,Choice Words,PPG,AUS,3,07/09/2015
旺旺寶駒 ,C418,WONDER WIN,----,Pierro,Nataya Rose,ISG,AUS,3,22/09/2015
美妙日 ,C108,WONDERFUL DAY,----,Savabeel,La Praline,PPG,NZ,3,21/11/2015
開心有你 ,T402,WONDERFUL JOURNEY,Wonderful Journey,Thorn Park,Rip Trice,PP,AUS,7,21/08/2011
堅離地 ,A235,WONDERFUL TIGER,Forrest Prince,Approve,Cuilaphuca,PP,IRE,5,11/04/2014
全民佳知 ,C288,WORLD FAMOUS,Master Brewer,Reliable Man,Quenching,PP,FR,3,29/02/2016
世界紀錄 ,V040,WORLD RECORD,----,Savabeel,Run Brony Run,PPG,NZ,6,10/11/2012
鑲白旗 ,B336,XIANG BAI QI,Amore Hass,Azamour,Hassaya,PP,IRE,5,23/03/2014
鑲黃旗 ,A312,XIANG HUANG QI,----,Kyllachy,Capacious,ISG,GB,5,16/02/2014
鑲藍旗 ,C167,XIANG LAN QI,----,All Too Hard,Electrical,PPG,AUS,3,11/10/2015
香音 ,C265,XIANG YIN,The Night Porter,Sixties Icon,La Gifted,PP,GB,4,10/03/2015
怡昌寶寶 ,C273,YEE CHEONG BABY,Neutrality,Sebring,Dama de Noche,PP,AUS,3,14/09/2015
怡昌福星 ,B357,YEE CHEONG LUCKY,----,Acclamation,Melbourne Memories,ISG,GB,4,28/01/2015
怡昌飛駒 ,B064,YEE CHEONG PEGASUS,Powerstrike,Lonhro,Sparks Fly,PPG,AUS,4,25/10/2014
皮具之星 ,C307,YES WE CAN,----,I Am Invincible,Masonette,PPG,AUS,3,21/09/2015
宜春之星 ,C026,YICHUN BLITZ,Roman Legion,Charge Forward,Midnight Reigns,PPG,AUS,4,26/09/2014
優悠皇 ,C399,YOO YOO KING,Sulka,Gimmethegreenlight,Cruise Collection,PP,SAF,3,23/09/2015
千金一諾 ,V149,YOU HAVE MY WORD,Vallone,Mastercraftsman,Staryn Glenn,PP,NZ,7,04/11/2011
競駿時代 ,V116,YOUNG EMPIRE,Age Of Empire,Royal Applause,Age Of Chivalry,PP,GB,6,17/02/2013
競駿飛鷹 ,B292,YOUNG GLORY,----,Niagara,Divine Miss Em,PPG,NZ,4,28/09/2014
競駿天驕 ,B097,YOUNG LEGEND,Low Latency,Exceed And Excel,Ivory Gala,PP,GB,5,07/05/2014
競駿驕陽 ,B442,YOUNG POWER,----,Holy Roman Emperor,Whole Grain,ISG,GB,4,15/04/2015
精算八方 ,A221,ZERO HEDGE,----,Medaglia d'Oro,Idriess,PPG,AUS,5,24/10/2013
湛江最醒 ,B406,ZHAN JIANG ROCKS,Barford,Big Bad Bob,Rupa,PP,IRE,4,09/04/2015
